,image,text,output
686,diagram_223.png,How many external legs are there in the diagram?,There are four external legs in the diagram.
687,diagram_223.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
688,diagram_223.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 12 vertices, including the vertices of the circle and the vertices of the square."
689,diagram_223.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
690,diagram_224.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
691,diagram_224.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
692,diagram_224.png,How many internal edges are there in the diagram?,There are three internal edges in the diagram.
693,diagram_224.png,How many interaction vertices are there in the diagram?,"In the diagram, there are three interaction vertices."
694,diagram_224.png,How many different kinds of particles are there in the diagram?,"In the diagram, there are two different kinds of particles: electrons and protons."
695,diagram_225.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
696,diagram_225.png,How many external legs are there in the diagram?,"In the diagram, there are four external legs."
697,diagram_225.png,How many internal edges are there in the diagram?,There are four internal edges in the diagram.
698,diagram_225.png,How many interaction vertices are there in the diagram?,"In the diagram, there are a total of 12 vertices and 11 edges."
699,diagram_225.png,How many different kinds of particles are there in the diagram?,There are three different kinds of particles in the diagram.
700,diagram_226.png,How many independent loops are there in the diagram?,There are three independent loops in the diagram.
701,diagram_226.png,How many external legs are there in the diagram?,There are three external legs in the diagram.
702,diagram_226.png,How many internal edges are there in the diagram?,There are 12 internal edges in the diagram.
703,diagram_226.png,How many interaction vertices are there in the diagram?,There are 12 interaction vertices in the diagram.
704,diagram_226.png,How many different kinds of particles are there in the diagram?,There are two different kinds of particles in the diagram.
705,diagram_227.png,How many independent loops are there in the diagram?,There are two independent loops in the diagram.
